angle_deg,thickness,visible_segment_length
46.67159837925433,0.7799996650762694,0.0
46.127729985267536,1.5270374111563414,0.0
34.78000305804571,0.7213581940304472,0.0
39.583263731997626,0.8977063974653896,0.0
43.909048450144056,0.8128589289762127,0.0
45.03306275027811,0.3610515812441778,0.0
45.57686941827126,0.7835178960342241,0.0
53.337391404512516,0.5796909020305866,0.0
38.34174334100005,0.7634141596926055,0.0
50.99143191141938,0.6222076799807829,0.0
45.59454601035557,1.6980377507898867,0.0
46.146183739277205,0.6306619889560576,0.0
44.62663881795196,1.0493494583159755,0.0
43.15874245999396,0.8026268376792102,0.0
48.28105649290261,1.201470134907637,0.0
49.85974317845479,1.5648348697704901,0.19926984709229426
40.9925997985936,0.8683381233495223,0.5446801628740848
53.860946508037294,0.4588082448256219,0.8704360072306312
51.451683813473856,2.0933321813019563,1.3519577388594388
45.097833152608096,1.3987149295843304,1.80984164436798
60.33852392769501,0.7913017211568723,2.2229273206333806
50.7183940473429,1.4139056399892147,2.61195218973165
42.510468097641166,1.6814591595941375,3.0277812301416396
48.85860830774945,0.8988402162846072,3.4322883675702425
51.39912457005623,0.9224890129025078,3.8392911008979675
44.93939898760287,1.254459736348685,4.2449974438941105
54.058866209882105,1.9243435175608274,4.699111819026644
49.87952141238149,1.0025168741656645,5.075659541267466
50.646105001509454,0.5531139837147848,5.5595915282101
40.84848255739887,1.6946401177018964,5.897511723882596
49.07536009285099,2.053199798200571,6.306324631827289
52.86057922699607,1.0415038181773582,6.706032004393978
39.49266676745931,0.6131549200978987,7.072021644486102
47.59766578779182,1.3606296871860855,7.481305597018826
56.60073773537934,1.0203418659909362,7.964892516472375
49.80696429603838,2.7916117382415893,8.310796051950014
49.430660337879885,2.8465866444038346,8.720263969500335
51.41849643880595,0.8452115648884548,9.091873809516441
38.896091002756854,1.1923437471742087,9.500985236065718
49.889526001050385,0.9760346499709229,9.907926716325392
51.376391968694506,1.2986038229185717,11.225797311099726
44.45612936263555,1.0655639218862294,10.748310731485446
43.83177065510384,1.065459571117103,11.21782427405305
44.336643401633864,1.3639694621641187,11.521848663969195
38.50962719181068,0.8951500323995288,12.163096561721636
39.72023762333789,0.5392172922609011,12.402728894547579
44.54522728541793,0.3743219519735829,12.320397756483196
37.78133878887655,0.8507219420835013,13.177887936376601
36.60379876990892,1.0810624627724446,13.54880512787111
49.79848645419152,1.0196207280479452,13.943190710058406
38.92797596901761,1.6043029111626823,13.943332833622087
47.87355720653917,0.6634700915964851,12.878232148819917
48.81430397002087,1.1011871230740762,12.524384272597867
45.22757436812873,0.9556755739665473,12.55446138329538
42.08315639192114,0.7855911932489547,12.326168553861715
44.9433754148173,0.8516828019299576,12.208798060971933
42.652594743771814,1.3423522559399235,11.526625065161683
43.47825776261912,0.6383452551697681,11.28192220666305
40.168392160388976,1.5808368639642412,10.707984412494051
53.05821181773615,1.0743636557126321,10.492005512936284
43.032132340294424,0.9407031973127093,9.903318579498729
46.45719461956059,1.113581472078312,9.74999354100951
57.218993930798085,1.0429101770669562,9.232740986128931
44.38533731144619,1.381852666907154,8.743121740415779
50.57049476119826,0.9383456715062302,8.300245380400336
41.294644173181936,1.1250465498175963,7.909295141959415
45.99613283628524,1.0821122122359403,7.5089848946736435
54.28472979547415,1.4214476401591247,7.137723319835582
51.618238062839744,1.7639647862860528,6.684665404403704
37.397845831589,0.8473943894511244,6.37351598887863
44.099905462895535,1.1416593798300783,5.887774543490623
46.21759222304124,0.7776813315356685,5.469612332775716
47.47271547796451,0.7479636367790113,5.091983392131678
48.12518915283708,1.9089157821426166,4.647507988320993
46.36647130058344,1.2498846500031235,4.243714245958717
56.3558198462447,1.1673718897070722,3.8435582802889945
41.68469218311363,0.7708610049796684,3.434810304070194
42.47610047953197,1.2977741026833156,3.0199620839327017
41.73106815123991,1.6111510939622626,2.6027013747368084
42.042633007468446,0.7016732303560946,2.2216010544734095
42.13590317871997,1.2975881530686466,1.8183866412838476
43.7942991156658,1.3601861299375686,1.4092497630983085
47.572312081367514,2.460181269594248,1.0095896544035445
54.3983597331684,1.3035561005953897,0.4543092308399536
49.78736212126269,1.2184857907906672,0.1795235952376726
41.77726445596386,1.6103888498339045,0.0
37.40632124831805,3.867787193913543,0.0
42.467749004762986,0.89447510540804,0.0
43.85659651658522,0.9137282132283071,0.0
34.42443458413373,2.1001860457417507,0.0
40.55977862015172,0.713682337227575,0.0
41.55685042438418,1.2950754508445708,0.0
51.244593132031504,1.237757007873927,0.0
54.21481812508898,1.8429350168387848,0.0
44.59180557587138,0.7397751105941279,0.0
49.77126159503192,1.1474869465601285,0.0
46.889350134808424,1.4195779839917237,0.0
46.094046032820735,0.976536308615455,0.0
40.398556631973875,1.9853626043094137,0.0
48.09835811760506,1.443926979199485,0.0
