angle_deg,thickness,visible_segment_length
60.0,1.0512855480467287,0.0
60.0,0.9676700944087099,0.0
60.0,0.8801164884002723,0.0
60.0,1.0962646286261097,0.0
60.0,2.5322626472122187,0.0
60.0,1.04393231183102,0.0
60.0,0.7299334180901217,0.0
60.0,1.3856469829090114,0.0
60.0,1.0164528801200272,0.0
60.0,1.5110755318658073,0.0
60.0,1.297219778880335,0.507970150611236
60.0,0.568683434021335,1.2908179732412404
60.0,1.0615930271472807,2.073665795871245
60.0,1.0034184183836772,2.856513618501242
60.0,0.7491556316692964,3.6393614411312383
60.0,0.7746302437850885,4.422209263761243
60.0,1.4483087904410128,5.205057086391239
60.0,0.636271665326035,5.9879049090212435
60.0,1.5664851559219086,6.770752731651248
60.0,0.7408233098493788,7.553600554281244
60.0,0.7993325754363836,8.336448376911248
60.0,1.063571268677418,9.119296199541246
60.0,0.8412720406093156,9.90214402217125
60.0,0.5064824542386852,10.684991844801253
60.0,0.3615949542345588,11.467839667431242
60.0,1.9567394647904979,11.547005383792516
60.0,1.0408476996751195,11.547005383792516
60.0,1.674567354783833,11.547005383792516
60.0,0.7647791211972407,11.547005383792516
60.0,0.728666673036504,11.547005383792516
60.0,1.7131903223869565,11.547005383792516
60.0,0.9245391388110401,11.547005383792516
60.0,0.5763294648866878,11.547005383792516
60.0,0.7736063535362623,11.547005383792516
60.0,1.6941088715292978,11.547005383792516
60.0,0.9297939562450043,11.467839667431242
60.0,3.0936594769952177,10.684991844801253
60.0,0.9162199595653151,9.90214402217125
60.0,0.8247565225576537,9.119296199541246
60.0,1.2690996777321737,8.336448376911248
60.0,0.6244233468164597,7.553600554281244
60.0,1.6594940019984128,6.770752731651248
60.0,1.3340001613822385,5.9879049090212435
60.0,1.2877452279347965,5.205057086391239
60.0,1.0039583956988716,4.422209263761243
60.0,0.76266087474954,3.6393614411312454
60.0,1.5006611984092373,2.856513618501249
60.0,1.6268689002884105,2.073665795871245
60.0,1.115391826656505,1.2908179732412404
60.0,0.3355205240994528,0.507970150611236
60.0,1.343182350809699,0.0
60.0,0.986016822611178,0.0
60.0,1.2606919937241594,0.0
60.0,0.9024700182141188,0.0
60.0,1.8455257822967617,0.0
60.0,0.6834353533728139,0.0
60.0,1.4390218134809383,0.0
60.0,0.6433547032461087,0.0
60.0,0.5271384897285408,0.0
60.0,1.7701060407596003,0.0
